timestamp,Open,High,Low,Close,Volume
2023-01-01 00:00:00+00:00,1196.13,1196.69,1194.55,1194.55,1489586.283
2023-01-01 00:15:00+00:00,1194.55,1196.7,1194.31,1196.61,1364910.621
2023-01-01 00:30:00+00:00,1196.62,1196.62,1192.72,1193.64,2634983.217
2023-01-01 00:45:00+00:00,1193.64,1195.06,1193.63,1194.09,1546749.542
2023-01-01 01:00:00+00:00,1194.09,1195.75,1193.84,1195.38,1404988.434
2023-01-01 01:15:00+00:00,1195.38,1195.61,1195.01,1195.45,638407.7306
2023-01-01 01:30:00+00:00,1195.45,1195.58,1194.72,1194.92,974696.4614
2023-01-01 01:45:00+00:00,1194.92,1196.37,1194.92,1196.02,755382.3683
2023-01-01 02:00:00+00:00,1196.01,1196.02,1194.11,1195.22,2025487.2
2023-01-01 02:15:00+00:00,1195.21,1196.13,1195.02,1196.12,926668.8284
2023-01-01 02:30:00+00:00,1196.13,1196.74,1195.27,1195.27,892280.3175
2023-01-01 02:45:00+00:00,1195.28,1195.72,1195.27,1195.4,640195.8299
2023-01-01 03:00:00+00:00,1195.41,1195.41,1192.28,1193.2,4084861.899
2023-01-01 03:15:00+00:00,1193.19,1193.4,1191.71,1193.38,2698023.774
2023-01-01 03:30:00+00:00,1193.39,1194,1193.17,1194,1102710.999
2023-01-01 03:45:00+00:00,1194,1194.39,1193.75,1194.04,1056010.157
2023-01-01 04:00:00+00:00,1194.05,1194.05,1192.63,1192.64,1885486.917
2023-01-01 04:15:00+00:00,1192.63,1192.85,1190.57,1192.18,3637521.702
2023-01-01 04:30:00+00:00,1192.18,1192.93,1192.03,1192.04,885622.0908
2023-01-01 04:45:00+00:00,1192.03,1192.93,1191.98,1192.92,1233216.172
2023-01-01 05:00:00+00:00,1192.92,1193.53,1192.71,1193.29,733304.0219
2023-01-01 05:15:00+00:00,1193.29,1194.26,1193.13,1194.18,763799.821
2023-01-01 05:30:00+00:00,1194.19,1194.26,1193.52,1194.1,646471.7668
2023-01-01 05:45:00+00:00,1194.09,1194.67,1194.09,1194.54,621505.6273
2023-01-01 06:00:00+00:00,1194.55,1195.23,1193.97,1194.09,1643858.523
2023-01-01 06:15:00+00:00,1194.09,1194.92,1194.09,1194.6,1276731.218
2023-01-01 06:30:00+00:00,1194.59,1194.6,1193.81,1194.37,767561.3967
2023-01-01 06:45:00+00:00,1194.36,1194.82,1194.11,1194.81,1211633.307
2023-01-01 07:00:00+00:00,1194.81,1195.18,1193.63,1194.37,2001036.744
2023-01-01 07:15:00+00:00,1194.36,1194.61,1193.04,1194.6,1816776.186
2023-01-01 07:30:00+00:00,1194.61,1195.17,1193.8,1195.16,1087987.855
2023-01-01 07:45:00+00:00,1195.16,1195.75,1194.61,1195.06,2054267.539
2023-01-01 08:00:00+00:00,1195.07,1195.9,1194.5,1194.51,1513910.697
2023-01-01 08:15:00+00:00,1194.5,1195.55,1194.38,1195.28,779826.168
2023-01-01 08:30:00+00:00,1195.27,1195.55,1194.24,1194.29,740025.1831
2023-01-01 08:45:00+00:00,1194.3,1194.68,1194.17,1194.28,700387.7998
2023-01-01 09:00:00+00:00,1194.27,1194.58,1193.98,1194.57,904846.4814
2023-01-01 09:15:00+00:00,1194.56,1195.62,1194.56,1194.76,976622.3731
2023-01-01 09:30:00+00:00,1194.76,1195.99,1194.76,1195.98,539046.5824
2023-01-01 09:45:00+00:00,1195.98,1196.55,1195.6,1196.48,882798.5362
2023-01-01 10:00:00+00:00,1196.47,1196.48,1195.7,1196.29,584888.7075
2023-01-01 10:15:00+00:00,1196.29,1196.34,1195.98,1196.21,454670.9917
2023-01-01 10:30:00+00:00,1196.22,1196.22,1195.59,1195.66,665470.7396
2023-01-01 10:45:00+00:00,1195.66,1197.19,1195.66,1197.14,694998.0076
2023-01-01 11:00:00+00:00,1197.14,1197.41,1196.59,1196.92,1267535.264
2023-01-01 11:15:00+00:00,1196.93,1196.93,1196.08,1196.16,739798.6026
2023-01-01 11:30:00+00:00,1196.16,1196.44,1195.81,1196.05,924802.2437
2023-01-01 11:45:00+00:00,1196.04,1196.35,1195.72,1196.34,482749.3567
2023-01-01 12:00:00+00:00,1196.35,1197.55,1195.83,1197.21,1474425.845
2023-01-01 12:15:00+00:00,1197.21,1198.5,1196.73,1197.88,1913667.694
2023-01-01 12:30:00+00:00,1197.88,1198.36,1196.95,1197.02,1088349.154
2023-01-01 12:45:00+00:00,1197.03,1197.58,1197.02,1197.17,813512.8902
2023-01-01 13:00:00+00:00,1197.16,1197.29,1196.21,1196.37,1124549.908
2023-01-01 13:15:00+00:00,1196.38,1196.38,1195.67,1196.06,1000387.806
2023-01-01 13:30:00+00:00,1196.06,1196.12,1193.54,1194.56,2983755.045
2023-01-01 13:45:00+00:00,1194.56,1195.26,1194.17,1195.26,634141.7404
2023-01-01 14:00:00+00:00,1195.26,1195.5,1194.69,1195.49,1116420.83
2023-01-01 14:15:00+00:00,1195.49,1195.86,1195.43,1195.59,851729.1935
2023-01-01 14:30:00+00:00,1195.58,1195.63,1194.84,1194.92,950889.8661
2023-01-01 14:45:00+00:00,1194.92,1195.3,1194.2,1194.5,1259583.649
2023-01-01 15:00:00+00:00,1194.5,1195.36,1194.5,1195.36,779191.3943
2023-01-01 15:15:00+00:00,1195.35,1195.51,1194.34,1195.21,966798.0678
2023-01-01 15:30:00+00:00,1195.21,1196.14,1195.21,1196.08,881235.1917
2023-01-01 15:45:00+00:00,1196.08,1196.81,1195.6,1196.81,685767.7629
2023-01-01 16:00:00+00:00,1196.81,1197.74,1195.88,1196.07,1487208.21
2023-01-01 16:15:00+00:00,1196.07,1197.71,1196.06,1197.7,3899104.289
2023-01-01 16:30:00+00:00,1197.71,1198.35,1196.6,1196.88,3925589.157
2023-01-01 16:45:00+00:00,1196.88,1197.98,1196.8,1197.34,1065758.646
2023-01-01 17:00:00+00:00,1197.35,1198.68,1197.34,1198.13,1479876.416
2023-01-01 17:15:00+00:00,1198.13,1203.5,1198.12,1200.88,8210471.308
2023-01-01 17:30:00+00:00,1200.88,1201.68,1200.36,1201.02,1714458.943
2023-01-01 17:45:00+00:00,1201.02,1201.08,1200.44,1200.68,1117549.669
2023-01-01 18:00:00+00:00,1200.67,1202.91,1200.67,1201.86,3059155.805
2023-01-01 18:15:00+00:00,1201.86,1202,1201.14,1201.56,1002212.01
2023-01-01 18:30:00+00:00,1201.56,1201.86,1201.04,1201.48,1420315.283
2023-01-01 18:45:00+00:00,1201.47,1201.48,1200.77,1200.92,849941.9637
2023-01-01 19:00:00+00:00,1200.93,1203.39,1200.92,1203.33,2443792.328
2023-01-01 19:15:00+00:00,1203.33,1204.51,1202.22,1203.62,2839326.477
2023-01-01 19:30:00+00:00,1203.62,1203.7,1202.5,1202.51,1491597.296
2023-01-01 19:45:00+00:00,1202.51,1202.73,1201.5,1201.78,1224919.01
2023-01-01 20:00:00+00:00,1201.77,1202.27,1201.44,1202.19,1351197.181
2023-01-01 20:15:00+00:00,1202.19,1204.67,1202.19,1202.98,2217477.421
2023-01-01 20:30:00+00:00,1202.98,1203.59,1202.2,1202.21,987930.783
2023-01-01 20:45:00+00:00,1202.2,1202.5,1201.39,1201.4,763965.7385
2023-01-01 21:00:00+00:00,1201.4,1201.72,1200.65,1200.95,1211295.424
2023-01-01 21:15:00+00:00,1200.96,1202.13,1200.95,1202.12,781551.4795
2023-01-01 21:30:00+00:00,1202.12,1202.73,1201.83,1202.55,942097.0674
2023-01-01 21:45:00+00:00,1202.55,1203.08,1202.36,1202.85,1178679.596
2023-01-01 22:00:00+00:00,1202.85,1203.08,1202.4,1202.45,994164.1246
2023-01-01 22:15:00+00:00,1202.45,1202.64,1202.23,1202.29,936714.5179
2023-01-01 22:30:00+00:00,1202.28,1202.46,1202.06,1202.06,936765.2154
2023-01-01 22:45:00+00:00,1202.07,1202.07,1200.45,1201.03,1056386.808
2023-01-01 23:00:00+00:00,1201.04,1202.49,1200.29,1202.15,2239371.875
2023-01-01 23:15:00+00:00,1202.14,1202.37,1200.16,1200.17,4242508.776
2023-01-01 23:30:00+00:00,1200.16,1201.3,1199.36,1200.66,3113974.366
2023-01-01 23:45:00+00:00,1200.66,1201,1199.43,1200.34,2950131.151
2023-01-02 00:00:00+00:00,1200.33,1201.04,1199.5,1199.97,2603137.699
2023-01-02 00:15:00+00:00,1199.97,1199.97,1197.99,1198.17,2202351.251
2023-01-02 00:30:00+00:00,1198.17,1198.76,1197.5,1198.46,1787684.548
2023-01-02 00:45:00+00:00,1198.46,1198.61,1197.61,1198.16,914359.3185
2023-01-02 01:00:00+00:00,1198.16,1198.31,1194.78,1195.76,9862228.13
2023-01-02 01:15:00+00:00,1195.75,1196.13,1193,1196.09,4401390.961
2023-01-02 01:30:00+00:00,1196.09,1196.44,1195.27,1196.03,1140185.745
2023-01-02 01:45:00+00:00,1196.03,1196.03,1195.09,1195.16,1121222.155
2023-01-02 02:00:00+00:00,1195.15,1196.41,1194.46,1196.26,1620163.515
2023-01-02 02:15:00+00:00,1196.27,1196.42,1195.55,1196.2,728007.0701
2023-01-02 02:30:00+00:00,1196.21,1196.61,1196.16,1196.61,782568.9067
2023-01-02 02:45:00+00:00,1196.61,1197.24,1196.6,1196.79,648667.4588
2023-01-02 03:00:00+00:00,1196.79,1197.47,1196.58,1196.6,1880228.517
2023-01-02 03:15:00+00:00,1196.61,1197.24,1196.56,1196.91,1026739.162
2023-01-02 03:30:00+00:00,1196.9,1197.84,1196.9,1197.73,877302.8606
2023-01-02 03:45:00+00:00,1197.72,1203.53,1197.4,1201.94,6906716.432
2023-01-02 04:00:00+00:00,1201.94,1202.95,1200.14,1200.47,2253497.427
2023-01-02 04:15:00+00:00,1200.48,1201.11,1199.87,1200.84,2687576.356
2023-01-02 04:30:00+00:00,1200.85,1201.98,1200.25,1200.72,1828933.302
2023-01-02 04:45:00+00:00,1200.73,1201.86,1200.57,1201.85,961931.9303
2023-01-02 05:00:00+00:00,1201.85,1202.29,1201.1,1201.21,1429605.937
2023-01-02 05:15:00+00:00,1201.21,1201.91,1200.15,1201.9,1657629.646
2023-01-02 05:30:00+00:00,1201.91,1202.55,1201.14,1202.55,1369890.285
2023-01-02 05:45:00+00:00,1202.55,1202.99,1202.34,1202.35,1161786.229
2023-01-02 06:00:00+00:00,1202.36,1204.19,1202.35,1202.75,1949536.096
2023-01-02 06:15:00+00:00,1202.75,1203.72,1202.58,1202.58,1016960.494
2023-01-02 06:30:00+00:00,1202.58,1202.59,1200.55,1200.95,2614712.066
2023-01-02 06:45:00+00:00,1200.95,1201.58,1200.79,1201.58,674935.1057
2023-01-02 07:00:00+00:00,1201.58,1208.14,1201.39,1208.07,6588377.109
2023-01-02 07:15:00+00:00,1208.08,1220,1206.17,1212.95,36193889.88
2023-01-02 07:30:00+00:00,1212.95,1216.37,1212.01,1215.01,12451542.31
