entry_time,exit_time,profit,position_size,balance_before,balance_after,stop_loss,take_profit
1970-01-01 00:00:00.021000+00:00,1970-01-01 00:00:00.044000+00:00,10.983967332749671,0.8069525763161829,13331.72,13342.703967332749,16355.8593,18173.177
1970-01-01 00:00:00.263000+00:00,1970-01-01 00:00:00.363000+00:00,241.11378030299784,0.80149095357904,13342.703967332749,13583.817747635747,16467.3135,18297.015000000003
1970-01-01 00:00:00.597000+00:00,1970-01-01 00:00:00.735000+00:00,37.55717344584809,0.7870378077714826,13583.817747635747,13621.374921081595,16769.7189,18633.021
1970-01-01 00:00:00.747000+00:00,1970-01-01 00:00:00.756000+00:00,21.406172607323242,0.7874687533963699,13621.374921081595,13642.781093688918,16760.5416,18622.824
1970-01-01 00:00:00.851000+00:00,1970-01-01 00:00:00.888000+00:00,-11.361546214986447,0.7741417745128267,13642.781093688918,13631.419547473932,17049.077100000002,18943.419
1970-01-01 00:00:01.080000+00:00,1970-01-01 00:00:01.135000+00:00,549.0305102863495,0.7355894384529564,13631.419547473932,14180.450057760281,17942.6214,19936.246000000003
1970-01-01 00:00:01.633000+00:00,1970-01-01 00:00:01.696000+00:00,-143.87592224000036,0.6300265068474054,14180.450057760281,14036.57413552028,20948.9643,23276.627
1970-01-01 00:00:02.015000+00:00,1970-01-01 00:00:02.043000+00:00,68.92107806088643,0.5851467396432952,14036.57413552028,14105.495213581167,22555.7145,25061.905000000002
1970-01-01 00:00:02.588000+00:00,1970-01-01 00:00:02.658000+00:00,-15.944487593664235,0.5786788898438245,14105.495213581167,14089.550725987503,22807.818,25342.020000000004
1970-01-01 00:00:02.821000+00:00,1970-01-01 00:00:02.834000+00:00,-143.87592224000036,0.5723890747470306,14089.550725987503,13945.674803747503,23058.4464,25620.496000000003
1970-01-01 00:00:03.158000+00:00,1970-01-01 00:00:03.159000+00:00,-143.87592223999854,0.5623081945529362,13945.674803747503,13801.798881507504,23471.8308,26079.812
1970-01-01 00:00:03.160000+00:00,1970-01-01 00:00:03.216000+00:00,-0.9271414405648102,0.5672893704623768,13801.798881507504,13800.87174006694,23265.732600000003,25850.814000000002
1970-01-01 00:00:03.244000+00:00,1970-01-01 00:00:03.317000+00:00,50.601682090989925,0.5689006400053255,13800.87174006694,13851.47342215793,23199.8382,25777.598
1970-01-01 00:00:03.434000+00:00,1970-01-01 00:00:03.451000+00:00,49.32350548332215,0.582769472064989,13851.47342215793,13900.796927641251,22647.7251,25164.139000000003
1970-01-01 00:00:03.545000+00:00,1970-01-01 00:00:03.567000+00:00,-14.961106552973433,0.5825433453774179,13900.796927641251,13885.835821088278,22656.5163,25173.907
1970-01-01 00:00:03.662000+00:00,1970-01-01 00:00:03.708000+00:00,-143.87592224000218,0.5732157468235346,13885.835821088278,13741.959898848276,23025.1923,25583.547000000002
1970-01-01 00:00:03.822000+00:00,1970-01-01 00:00:03.835000+00:00,-143.87592224000036,0.6054313766450804,13741.959898848276,13598.083976608275,21799.998,24222.22
1970-01-01 00:00:04.006000+00:00,1970-01-01 00:00:04.030000+00:00,101.30280033923009,0.6149589649726187,13598.083976608275,13699.386776947505,21462.2496,23846.944000000003
1970-01-01 00:00:04.042000+00:00,1970-01-01 00:00:04.151000+00:00,13.723595690406,0.6117418167718608,13699.386776947505,13713.110372637911,21575.1195,23972.355
1970-01-01 00:00:04.165000+00:00,1970-01-01 00:00:04.212000+00:00,44.96999203561245,0.6191472474722963,13713.110372637911,13758.080364673524,21317.0661,23685.629
1970-01-01 00:00:04.331000+00:00,1970-01-01 00:00:04.345000+00:00,28.7796494599952,0.6039872513064692,13758.080364673524,13786.86001413352,21852.121499999997,24280.135000000002
1970-01-01 00:00:04.500000+00:00,1970-01-01 00:00:04.506000+00:00,-143.87592224000218,0.5432619957595987,13786.86001413352,13642.984091893517,24294.7287,26994.143000000004
1970-01-01 00:00:04.508000+00:00,1970-01-01 00:00:04.510000+00:00,-143.87592224000218,0.5540648483936685,13642.984091893517,13499.108169653515,23821.0434,26467.826
1970-01-01 00:00:04.512000+00:00,1970-01-01 00:00:04.527000+00:00,164.472430875363,0.5666010321603414,13499.108169653515,13663.580600528878,23293.9971,25882.219000000005
1970-01-01 00:00:04.539000+00:00,1970-01-01 00:00:04.563000+00:00,102.6655444832104,0.5632779986564194,13663.580600528878,13766.246145012088,23431.418999999998,26034.91
1970-01-01 00:00:04.733000+00:00,1970-01-01 00:00:04.757000+00:00,28.429545136932575,0.5415394064307734,13766.246145012088,13794.67569014902,24372.0081,27080.009000000002
1970-01-01 00:00:04.777000+00:00,1970-01-01 00:00:04.803000+00:00,-143.87592224000036,0.5451261663193111,13794.67569014902,13650.79976790902,24211.6479,26901.831000000002
1970-01-01 00:00:04.984000+00:00,1970-01-01 00:00:05.018000+00:00,-143.87592224000036,0.5496952326997191,13650.79976790902,13506.92384566902,24010.4007,26678.223
1970-01-01 00:00:05.021000+00:00,1970-01-01 00:00:05.055000+00:00,-143.87592224000036,0.5559147662853047,13506.92384566902,13363.04792342902,23741.7741,26379.749000000003
1970-01-01 00:00:05.058000+00:00,1970-01-01 00:00:05.085000+00:00,258.2385724812939,0.5624109086046204,13363.04792342902,13621.286495910314,23467.5441,26075.049000000003
1970-01-01 00:00:05.135000+00:00,1970-01-01 00:00:05.246000+00:00,-143.87592224000036,0.5606227029209173,13621.286495910314,13477.410573670313,23542.398,26158.22
1970-01-01 00:00:05.248000+00:00,1970-01-01 00:00:05.288000+00:00,34.522045619984056,0.5772734299257521,13477.410573670313,13511.932619290297,22863.3471,25403.719000000005
1970-01-01 00:00:05.495000+00:00,1970-01-01 00:00:05.533000+00:00,231.00579161915812,0.5699381656258335,13511.932619290297,13742.938410909455,23157.6048,25730.672000000002
1970-01-01 00:00:05.547000+00:00,1970-01-01 00:00:05.560000+00:00,46.74573899709321,0.5724527315096504,13742.938410909455,13789.684149906549,23055.8823,25617.647
